State,City,Service,Count,Edition,Comments
Ohio,Zanesville,Hotel,1,1951,
Ohio,Zanesville,Restaurant,1,1951,
Ohio,Zanesville,Tourist Home,1,1951,
Ohio,Zanesville,Barber Shop,1,1951,
Ohio,Zanesville,Beauty Parlor,1,1951,
Oklahoma,Boley,Hotel,1,1951,
Oklahoma,Chickasha,Tourist Home,1,1951,
Oklahoma,Enid,Tourist Home,3,1951,
Oklahoma,Guthrie,Tourist Home,2,1951,
Oklahoma,Muskogee,Hotel,3,1951,
Oklahoma,Muskogee,Restaurant,1,1951,
Oklahoma,Muskogee,Barber Shop,3,1951,
Oklahoma,Muskogee,Beauty Parlor,1,1951,
Oklahoma,Muskogee,Service Station,1,1951,
Oklahoma,Muskogee,Automotive,1,1951,
Oklahoma,Muskogee,Garage,3,1951,
Oklahoma,Muskogee,Tailor,2,1951,
Oklahoma,Oklahoma City,Hotel,3,1951,
Oklahoma,Oklahoma City,Tourist Home,3,1951,
Oklahoma,Oklahoma City,Restaurant,1,1951,
Oklahoma,Oklahoma City,Beauty Parlor,2,1951,
Oklahoma,Oklahoma City,Barber Shop,3,1951,
Oklahoma,Oklahoma City,Tavern,2,1951,
Oklahoma,Oklahoma City,Service Station,2,1951,
Oklahoma,Oklahoma City,Sanitarium,1,1951,
Oklahoma,Oklahoma City,Drug Store,2,1951,
Oklahoma,Okmulgee,Restaurant,1,1951,
Oklahoma,Okmulgee,Beauty Parlor,1,1951,
Oklahoma,Okmulgee,Taxi Cab,1,1951,
Oklahoma,Shawnee,Hotel,2,1951,
Oklahoma,Shawnee,Tourist Home,1,1951,
Oklahoma,Tulsa,Hotel,6,1951,
Oklahoma,Tulsa,Tourist Home,2,1951,
Oklahoma,Tulsa,Restaurant,3,1951,
Oklahoma,Tulsa,Barber Shop,1,1951,
Oklahoma,Tulsa,Tailor,2,1951,
Oklahoma,Tulsa,Service Station,1,1951,
Oklahoma,Tulsa,Garage,1,1951,
Oklahoma,Tulsa,Automotive,1,1951,
Oregon,Portland,Hotel,2,1951,
Oregon,Portland,Restaurant,1,1951,
Oregon,Portland,Beauty Parlor,3,1951,
Oregon,Portland,Barber Shop,1,1951,
Oregon,Portland,Night Club,1,1951,
Oregon,Portland,Road House,1,1951,
Oregon,Portland,Taxi Cab,1,1951,
Pennsylvania,Allentown,Restaurant,1,1951,
Pennsylvania,Altoona,Tourist Home,3,1951,
Pennsylvania,Bedford Sprigs,Hotel,1,1951,
Pennsylvania,Coatesville,Hotel,1,1951,
Pennsylvania,Chester,Hotel,2,1951,
Pennsylvania,Chester,Beauty Parlor,2,1951,
Pennsylvania,Chester,Barber Shop,1,1951,
Pennsylvania,Chester,Tavern,1,1951,
Pennsylvania,Chester,Tailor,1,1951,
Pennsylvania,Cresco,Tourist Home,1,1951,
Pennsylvania,Darby,Tavern,1,1951,
Pennsylvania,Eerie,Hotel,1,1951,
Pennsylvania,Gettyburg,Tourist Home,1,1951,
Pennsylvania,Philadelphia,Hotel,1,1951,Germantown
Pennsylvania,Philadelphia,Tourist Home,1,1951,Germantown
Pennsylvania,Philadelphia,Tavern,1,1951,Germantown
Pennsylvania,Harrisburg,Hotel,2,1951,
Pennsylvania,Harrisburg,Tourist Home,2,1951,
Pennsylvania,Harrisburg,Beauty Parlor,1,1951,
Pennsylvania,Harrisburg,Barber Shop,1,1951,
Pennsylvania,Harrisburg,Service Station,1,1951,
Pennsylvania,Lancaster,Tourist Home,3,1951,"Listed under Beauty Parlor, but same addresses that have been Tourist Homes the 1947 and before."
Pennsylvania,New Castle,Hotel,1,1951,
Pennsylvania,Oil City,Tourist Home,1,1951,
Pennsylvania,Philadelphia,Hotel,25,1951,
Pennsylvania,Philadelphia,Restaurant,7,1951,
Pennsylvania,Philadelphia,Beauty Parlor,10,1951,
Pennsylvania,Philadelphia,School of Beauty Culture,1,1951,
Pennsylvania,Philadelphia,Barber Shop,1,1951,
Pennsylvania,Philadelphia,Tavern,26,1951,
Pennsylvania,Philadelphia,Night Club,7,1951,
Pennsylvania,Philadelphia,Garage,2,1951,
Pennsylvania,Philadelphia,Service Station,1,1951,
Pennsylvania,Philadelphia,Drug Store,1,1951,
Pennsylvania,Pittsburgh,Hotel,4,1951,
Pennsylvania,Pittsburgh,Tourist Home,2,1951,
Pennsylvania,Pittsburgh,Restaurant,2,1951,
Pennsylvania,Reading,Tourist Home,1,1951,
Pennsylvania,Scranton,Tourist Home,2,1951,
Pennsylvania,Sharon Hill,Tavern,1,1951,
Pennsylvania,Washington,Tourist Home,1,1951,
Pennsylvania,Washington,Restaurant,2,1951,
Pennsylvania,Washington,Barber Shop,1,1951,
Pennsylvania,Washington,Night Club,1,1951,
Pennsylvania,Wayne,Night Club,1,1951,
Pennsylvania,Williamsport,Tourist Home,1,1951,
Pennsylvania,Wilkes Barre,Hotel,1,1951,
Pennsylvania,York,Tourist Home,1,1951,
Rhode Island,Newport,Tourist Home,2,1951,
Rhode Island,Providence,Hotel,1,1951,
Rhode Island,Providence,Tourist Home,1,1951,
Rhode Island,Providence,Tavern,1,1951,
Rhode Island,Providence,Beauty Parlor,2,1951,
South Carolina,Anderson,Restaurant,1,1951,
South Carolina,Anderson,Tourist Home,1,1951,
South Carolina,Aiken,Tourist Home,1,1951,
South Carolina,Aiken,Drug Store,1,1951,
South Carolina,Atlantic Beach,Hotel,1,1951,
South Carolina,Beaufort,Service Station,1,1951,
South Carolina,Charleston,Tourist Home,3,1951,
South Carolina,Cola,Beauty Parlor,1,1951,
South Carolina,Columbia,Hotel,2,1951,
South Carolina,Columbia,Tourist Home,6,1951,
South Carolina,Columbia,Restaurant,8,1951,
South Carolina,Columbia,Beauty Parlor,2,1951,
South Carolina,Columbia,Barber Shop,2,1951,
South Carolina,Columbia,School of Beauty Culture,2,1951,
South Carolina,Columbia,Tavern,3,1951,
South Carolina,Columbia,Service Station,4,1951,
South Carolina,Columbia,Taxi Cab,1,1951,
South Carolina,Columbia,Drug Store,1,1951,
South Carolina,Cheraw,Tourist Home,3,1951,
South Carolina,Cheraw,Restaurant,3,1951,
South Carolina,Cheraw,Tavern,1,1951,
South Carolina,Cheraw,Road House,1,1951,
South Carolina,Cheraw,Barber Shop,1,1951,
South Carolina,Cheraw,Beauty Parlor,1,1951,
South Carolina,Cheraw,Service Station,1,1951,
South Carolina,Cross Hill,Restaurant,1,1951,
South Carolina,Florence,Tourist Home,2,1951,
South Carolina,Florence,Restaurant,1,1951,
South Carolina,Georgetown,Tourist Home,5,1951,
South Carolina,Greenville,Hotel,1,1951,
South Carolina,Greenville,Tourist Home,2,1951,
South Carolina,Greenville,Restaurant,1,1951,
South Carolina,Greenville,Beauty Parlor,2,1951,
South Carolina,Greenville,Barber Shop,1,1951,
South Carolina,Greenville,Garage,1,1951,
South Carolina,Greenville,Drug Store,1,1951,
South Carolina,Mullins,Tourist Home,1,1951,
South Carolina,Mullins,Barber Shop,1,1951,
South Carolina,Mullins,Night Club,1,1951,
South Carolina,Mullins,Road House,1,1951,
South Carolina,Mullins,Service Station,1,1951,
South Carolina,Myrtle Beach,Motor Court,1,1951,
South Carolina,Orangeburg,Drug Store,1,1951,
South Carolina,Spartanburg,Tourist Home,2,1951,
South Carolina,Spartanburg,Restaurant,1,1951,
South Carolina,Spartanburg,Beauty Parlor,1,1951,
South Carolina,Spartanburg,Barber Shop,1,1951,
South Carolina,Spartanburg,Tavern,1,1951,
South Carolina,Spartanburg,Night Club,1,1951,
South Carolina,Spartanburg,Service Station,3,1951,
South Carolina,Spartanburg,Taxi Cab,1,1951,
South Carolina,Rock Hill,School of Beauty Culture,1,1951,
South Carolina,Sumter,Tourist Home,4,1951,
South Carolina,Sumter,Tavern,1,1951,
South Carolina,Sumter,Service Station,2,1951,
South Carolina,Sumter,Drug Store,1,1951,
South Dakota,Aberdeen,Hotel,1,1951,
South Dakota,Aberdeen,Restaurant,1,1951,
South Dakota,Aberdeen,Beauty Parlor,1,1951,
South Dakota,Aberdeen,Barber Shop,1,1951,
South Dakota,Aberdeen,Service Station,1,1951,
South Dakota,Aberdeen,Garage,2,1951,
South Dakota,Sioux Falls,Tourist Home,2,1951,
Tennessee,Bristol,Tourist Home,1,1951,
Tennessee,Chattanooga,Hotel,4,1951,
Tennessee,Chattanooga,Tourist Home,3,1951,
Tennessee,Chattanooga,Restaurant,5,1951,
Tennessee,Chattanooga,Tavern,4,1951,
Tennessee,Chattanooga,Liquor Store,4,1951,
Tennessee,Chattanooga,Service Station,2,1951,
Tennessee,Chattanooga,Drug Store,2,1951,
Tennessee,Chattanooga,Garage,1,1951,
Tennessee,Chattanooga,Taxi Cab,1,1951,
Tennessee,Clarksville,Restaurant,1,1951,
Tennessee,Clarksville,Tourist Home,2,1951,
Tennessee,Clarksville,Barber Shop,1,1951,
Tennessee,Clarksville,Beauty Parlor,1,1951,
Tennessee,Knoxville,Hotel,2,1951,
Tennessee,Knoxville,Tourist Home,2,1951,
Tennessee,Lexington,Tourist Home,1,1951,
Tennessee,Memphis,Hotel,3,1951,
Tennessee,Memphis,Restaurant,3,1951,
Tennessee,Memphis,Beauty Parlor,1,1951,
Tennessee,Memphis,School of Beauty Culture,3,1951,
Tennessee,Memphis,Tailor,1,1951,
Tennessee,Memphis,Drug Store,2,1951,
Tennessee,Murfreesboro,Tourist Home,2,1951,
Tennessee,Nashville,Hotel,7,1951,
Tennessee,Nashville,Beauty Parlor,3,1951,
Tennessee,Nashville,School of Beauty Culture,1,1951,
Tennessee,Nashville,Restaurant,4,1951,
Tennessee,Nashville,Barber Shop,1,1951,
Texas,Abilene,Tavern,1,1951,
Texas,Amarillo,Hotel,2,1951,
Texas,Amarillo,Restaurant,2,1951,
Texas,Amarillo,Barber Shop,1,1951,
Texas,Amarillo,Beauty Parlor,1,1951,
Texas,Amarillo,Road House,1,1951,
Texas,Amarillo,Tavern,2,1951,
Texas,Amarillo,Garage,1,1951,
Texas,Amarillo,Tailor,1,1951,
Texas,Amarillo,Recreation Club,2,1951,
Texas,Amarillo,Drug Store,3,1951,
Texas,Atlanta,Tourist Home,1,1951,
Texas,Austin,Tourist Home,4,1951,
Texas,Beaumont,Tourist Home,1,1951,
Texas,Beaumont,Restaurant,1,1951,
Texas,Corpus Christie,Tourist Home,1,1951,
Texas,Corpus Christie,Restaurant,7,1951,
Texas,Corpus Christie,Beauty Parlor,3,1951,
Texas,Corpus Christie,Barber Shop,1,1951,
Texas,Corpus Christie,Night Club,2,1951,
Texas,Corpus Christie,Liquor Store,2,1951,
Texas,Corpus Christie,Garage,1,1951,
Texas,Corpus Christie,Tailor,1,1951,
Texas,Corsicana,Tourist Home,1,1951,
Texas,Corsicana,Restaurant,1,1951,
Texas,Corsicana,Barber Shop,1,1951,
Texas,Dallas,Hotel,7,1951,
Texas,Dallas,Restaurant,3,1951,
Texas,Dallas,Beauty Parlor,1,1951,
Texas,Dallas,Barber Shop,1,1951,
Texas,Dallas,Drug Store,1,1951,
Texas,El Paso,Hotel,4,1951,
Texas,El Paso,Tourist Home,5,1951,
Texas,El Paso,Drug Store,1,1951,
Texas,Fort Worth,Hotel,2,1951,
Texas,Fort Worth,Tourist Home,1,1951,
Texas,Fort Worth,Restaurant,2,1951,
Texas,Fort Worth,Beauty Parlor,1,1951,
Texas,Fort Worth,Service Station,1,1951,
Texas,Galveston,Hotel,2,1951,
Texas,Galveston,Restaurant,1,1951,
Texas,Galveston,Tourist Home,2,1951,
Texas,Galveston,Tavern,1,1951,
Texas,Galveston,Night Club,1,1951,
Texas,Galveston,Barber Shop,1,1951,
Texas,Galveston,Garage,1,1951,
Texas,Henderson,Restaurant,1,1951,
Texas,Henderson,Barber Shop,1,1951,
Texas,Henderson,Service Station,1,1951,
Texas,Henderson,Garage,1,1951,
Texas,Hitchcock,Restaurant,1,1951,
Texas,Hitchcock,Barber Shop,1,1951,
Texas,Hitchcock,Beauty Parlor,1,1951,
Texas,Hitchcock,Service Station,1,1951,
Texas,Houston,Hotel,4,1951,
Texas,Houston,Restaurant,2,1951,1 is Chinese
Texas,Houston,Beauty Parlor,6,1951,
Texas,Houston,Barber Shop,3,1951,
Texas,Houston,Tavern,2,1951,
Texas,Houston,Night Club,3,1951,
Texas,Houston,Service Station,2,1951,
Texas,Houston,Garage,1,1951,
Texas,Houston,Drug Store,6,1951,
Texas,Marshall,Tourist Home,1,1951,
Texas,Marshall,Tavern,1,1951,
Texas,Marshall,Night Club,1,1951,
Texas,Marshall,Barber Shop,1,1951,
Texas,Marshall,Service Station,1,1951,
Texas,Mexia,Hotel,1,1951,
Texas,Mexia,Restaurant,1,1951,
Texas,Mexia,Beauty Parlor,1,1951,
Texas,Mexia,Barber Shop,1,1951,
Texas,Mexia,Tavern,1,1951,
Texas,Mexia,Night Club,1,1951,
Texas,Mexia,Road House,1,1951,
Texas,Mexia,Service Station,1,1951,
Texas,Mexia,Garage,1,1951,
Texas,Midland,Hotel,1,1951,
Texas,Midland,Restaurant,1,1951,
Texas,Midland,Beauty Parlor,1,1951,
Texas,Midland,Service Station,1,1951,
Texas,Midland,Taxi Cab,1,1951,
Texas,Paris,Hotel,1,1951,
Texas,Paris,Tourist Home,2,1951,
Texas,Port Arthur,Restaurant,2,1951,
Texas,Port Arthur,Barber Shop,1,1951,
Texas,Port Arthur,Liquor Store,2,1951,
Texas,San Antonio,Hotel,2,1951,
Texas,San Antonio,Tourist Home,2,1951,
Texas,San Antonio,Restaurant,5,1951,
Texas,San Antonio,Beauty Parlor,14,1951,
Texas,San Antonio,Barber Shop,2,1951,
Texas,San Antonio,Night Club,2,1951,
Texas,San Antonio,Dry Cleaning,3,1951,
Texas,San Antonio,Service Station,2,1951,
Texas,San Antonio,Garage,1,1951,
Texas,San Antonio,Drug Store,1,1951,
Texas,Tyler ,Tourist Home,2,1951,
Texas,Texarkana,Motel,1,1951,
Texas,Texarkana,Restaurant,1,1951,
Texas,Texarkana,Tavern,1,1951,
Texas,Texarkana,Garage,1,1951,
Texas,Waco,Hotel,1,1951,
Texas,Waco,Tourist Home,1,1951,
Texas,Waco,Beauty Parlor,9,1951,
Texas,Waco,Restaurant,2,1951,
Texas,Waco,Night Club,1,1951,
Texas,Waco,Road House,1,1951,
Texas,Waco,Tavern,1,1951,
Texas,Waco,Service Station,1,1951,
Texas,Waxahachie,Tourist Home,4,1951,
Texas,Wichita Falls,Hotel,1,1951,
Texas,Wichita Falls,Tourist Home,2,1951,
Utah,Odgen,Hotel,1,1951,
Utah,Salt Lake City,Hotel,3,1951,
Vermont,Burlington,Hotel,1,1951,
Vermont,Burlington,Tourist Home,1,1951,
Vermont,Manchester,Hotel,1,1951,
Vermont,Northfield,Tourist Home,1,1951,
Vermont,Rutland,Tourist Home,1,1951,
Virginia,Alexandria,Tourist Home,2,1951,
Virginia,Bedford,Tourist Home,1,1951,
Virginia,Buckroe Beach,Hotel,1,1951,
Virginia,Buckroe Beach,Night Club,1,1951,
Virginia,Caret,Tavern,1,1951,
Virginia,Charlottesville,Hotel,1,1951,
Virginia,Charlottesville,Tourist Home,3,1951,
Virginia,Charlottesville,Beauty Parlor,1,1951,
Virginia,Charlottesville,Barber Shop,1,1951,
Virginia,Christianburg,Hotel,1,1951,
Virginia,Danville,Tourist Home,4,1951,
Virginia,Farmville,Tourist Home,1,1951,
Virginia,Farmville,Restaurant,1,1951,
Virginia,Farmville,Tavern,1,1951,
Virginia,Farmville,Service Station,1,1951,
Virginia,Fredericksburg,Hotel,2,1951,
Virginia,Fredericksburg,Restaurant,1,1951,
Virginia,Hampton,Restaurant,1,1951,
Virginia,Hampton,Barber Shop,1,1951,
Virginia,Hampton,Beauty Parlor,1,1951,
Virginia,Hampton,Service Station,1,1951,
Virginia,Hampton,Garage,1,1951,
Virginia,Hampton,Taxi Cab,1,1951,
Virginia,Harrisonburg,Restaurant,1,1951,
Virginia,Hewlett,Tavern,1,1951,
Virginia,Lexington,Tourist Home,1,1951,
Virginia,Lexington,Restaurant,1,1951,
Virginia,Lexington,Tavern,1,1951,
Virginia,Luray,Tourist Home,1,1951,
Virginia,Lynchburg,Hotel,1,1951,
Virginia,Lynchburg,Tourist Home,4,1951,
Virginia,Lynchburg,Beauty Parlor,1,1951,
Virginia,Newport News,Hotel,1,1951,
Virginia,Newport News,Tourist Home,4,1951,
Virginia,Newport News,Restaurant,3,1951,
Virginia,Newport News,Beauty Parlor,1,1951,
Virginia,Newport News,Service Station,1,1951,
Virginia,Newport News,Barber Shop,2,1951,
Virginia,Newport News,Tailor,1,1951,
Virginia,Newport News,Drug Store,1,1951,
Virginia,Norfolk,Hotel,4,1951,
Virginia,Norfolk,Tourist Home,1,1951,
Virginia,Norfolk,Restaurant,1,1951,
Virginia,Norfolk,Beauty Parlor,5,1951,
Virginia,Norfolk,Drug Store,2,1951,
Virginia,Norfolk,Tavern,1,1951,
Virginia,Norfolk,Service Station,2,1951,
Virginia,Petersburg,Hotel,2,1951,
Virginia,Petersburg,Tourist Home,1,1951,
Virginia,Petersburg,Night Club,1,1951,
Virginia,Phoebus,Hotel,1,1951,
Virginia,Phoebus,Restaurant,2,1951,
Virginia,Phoebus,Drug Store,1,1951,
Virginia,Phoebus,Tailor,1,1951,
Virginia,Phoebus,Service Station,1,1951,
Virginia,Richmond,Hotel,3,1951,1 is ad
Virginia,Richmond,Tourist Home,2,1951,
Virginia,Richmond,Beauty Parlor,1,1951,
Virginia,Richmond,Barber Shop,1,1951,
Virginia,Richmond,Tavern,1,1951,
Virginia,Richmond,Night Club,1,1951,
Virginia,Richmond,Service Station,5,1951,
Virginia,Roanoke,Hotel,1,1951,
Virginia,Roanoke,Tourist Home,2,1951,
Virginia,Roanoke,Drug Store,1,1951,
Virginia,Roanoke,Night Club,1,1951,
Virginia,Roanoke,Tavern,2,1951,
Virginia,Roanoke,Garage,1,1951,
Virginia,Salem,Tourist Home,1,1951,
Virginia,South Hill,Hotel,1,1951,
Virginia,Staunton,Tourist Home,2,1951,
Virginia,Staunton,Restaurant,1,1951,
Virginia,Suffolk,Beauty Parlor,1,1951,
Virginia,Tappahannock,Hotel,2,1951,
Virginia,Warrenton,Restaurant,2,1951,
Virginia,Warrenton,Tourist Home,1,1951,
Virginia,Warrenton,Barber Shop,1,1951,
Virginia,Warrenton,Beauty Parlor,2,1951,
Virginia,Warrenton,Taxi Cab,3,1951,
Virginia,Warrenton,Tailor,1,1951,
Virginia,Williamsburg,Hotel,1,1951,
Virginia,Winchester,Hotel,1,1951,
Virginia,Winchester,Tourist Home,1,1951,
Virginia,Winchester,Restaurant,1,1951,
Washington,Everett,Tourist Home,3,1951,
Washington,Seattle,Hotel,8,1951,
Washington,Seattle,Tourist Home,1,1951,
Washington,Seattle,Restaurant,2,1951,
Washington,Seattle,Barber Shop,4,1951,
Washington,Seattle,Beauty Parlor,6,1951,
Washington,Seattle,Night Club,2,1951,
Washington,Seattle,Liquor Store,1,1951,
Washington,Seattle,Tavern,8,1951,
Washington,Seattle,Service Station,1,1951,
Washington,Seattle,Garage,1,1951,
Washington,Seattle,Drug Store,7,1951,
Washington,Seattle,Tailor,1,1951,
Washington,Seattle,Letter Shop,1,1951,
Washington,Tacoma,Tourist Home,2,1951,
Washington,Tacoma,Restaurant,3,1951,1 is ad
Washington,Tacoma,Beauty Parlor,1,1951,
West Virginia,Beckley,Hotel,1,1951,
West Virginia,Beckley,Beauty Parlor,2,1951,
West Virginia,Beckley,Barber Shop,2,1951,
West Virginia,Beckley,Restaurant,2,1951,
West Virginia,Beckley,Garage,1,1951,
West Virginia,Beckley,Drug Store,1,1951,
West Virginia,Beckley,Taxi Cab,1,1951,
West Virginia,Bluefield,Hotel,2,1951,
West Virginia,Bluefield,Drug Store,1,1951,
West Virginia,Charleston,Hotel,3,1951,
West Virginia,Charleston,Tourist Cabins,1,1951,Address listed as Tourist Home in 1950 (NOT the same address listed as tourist home in 1949)
West Virginia,Charleston,Restaurant,2,1951,
West Virginia,Charleston,Service Station,2,1951,
West Virginia,Charleston,Taxi Cab,1,1951,
West Virginia,Charleston,Letter Shop,1,1951,Sort of ad
West Virginia,Clarksburg,Restaurant,1,1951,
West Virginia,Clarksburg,Tourist Home,1,1951,"""Lodging"""
West Virginia,Clarksburg,Night Club,3,1951,
West Virginia,Clarksburg,Tavern,1,1951,
West Virginia,Fairmont,Hotel,1,1951,
West Virginia,Fairmont,School of Beauty Culture,1,1951,
West Virginia,Fairmont,Restaurant,1,1951,
West Virginia,Grafton,Tavern,1,1951,
West Virginia,Grafton,Restaurant,1,1951,
West Virginia,Grafton,Tourist Home,1,1951,"""Lodging"""
West Virginia,Hinton,Tourist Home,1,1951,"""Guest House"""
West Virginia,Hinton,Dry Cleaning,1,1951,
West Virginia,Huntington,Hotel,1,1951,
West Virginia,Huntington,Tourist Home,1,1951,"""Lodging"""
West Virginia,Huntington,Restaurant,3,1951,
West Virginia,Huntington,Beauty Parlor,2,1951,
West Virginia,Huntington,Tavern,3,1951,
West Virginia,Huntington,Tailor,1,1951,
West Virginia,Huntington,Record Shop,1,1951,
West Virginia,Huntington,Taxi Cab,1,1951,
West Virginia,Huntington,Service Station,1,1951,
West Virginia,Huntington,Garage,1,1951,
West Virginia,Institute,Service Station,2,1951,
West Virginia,Keystone,Hotel,1,1951,Listed as Motel in 1950
West Virginia,Keystone,Drug Store,1,1951,
West Virginia,Keystone,Restaurant,1,1951,
West Virginia,Kimball,Hotel,1,1951,
West Virginia,Kimball,Beauty Parlor,1,1951,
West Virginia,Kimball,Restaurant,1,1951,
West Virginia,Montgomery,Hotel,1,1951,
West Virginia,Montgomery,Tavern,1,1951,
West Virginia,Montgomery,Beauty Parlor,1,1951,
West Virginia,Montgomery,Taxi Cab,1,1951,
West Virginia,Morgantown,Restaurant,1,1951,
West Virginia,Morgantown,Night Club,1,1951,
West Virginia,Morgantown,Tourist Home,3,1951,"""Lodging"""
West Virginia,Moundsville,Tourist Home,1,1951,"""Lodging"""
West Virginia,Northfork,Hotel,1,1951,
West Virginia,Northfork,Barber Shop,1,1951,
West Virginia,Parkersburg,Night Club,1,1951,
West Virginia,Princeton,Tourist Home,2,1951,"""Lodging"""
West Virginia,Princeton,Tavern,2,1951,
West Virginia,East Rainelle,Restaurant,1,1951,
West Virginia,Weirton,Tourist Home,1,1951,"""Lodging"""
West Virginia,Welch,Hotel,1,1951,
West Virginia,Wheeling,Tourist Home,2,1951,"""Lodging"""
West Virginia,Wheeling,Restaurant,1,1951,
West Virginia,Wheeling,Beauty Parlor,2,1951,
West Virginia,Wheeling,Night Club,2,1951,
West Virginia,Wheeling,Drug Store,1,1951,
West Virginia,White Sulphur Springs,Tourist Home,3,1951,
West Virginia,Williamson,Tourist Cabins,1,1951,"""Lodging"",  but same address listed as Tourist Cabin in 1950"
West Virginia,Williamson,Drug Store,1,1951,
West Virginia,Williamson,Night Club,1,1951,
West Virginia,Williamson,Tailor,1,1951,
Wisconsin,Fond Du Lac,Tourist Home,2,1951,
Wisconsin,Oshkosh,Tourist Home,1,1951,
Wyoming,Casper,Tourist Home,2,1951,
Wyoming,Cheyenne,Hotel,1,1951,
Wyoming,Cheyenne,Tourist Home,1,1951,
Wyoming,Rawling,Restaurant,1,1951,
Wyoming,Rawling,Tourist Home,1,1951,
Wyoming,Rock Springs,Tourist Home,1,1951,
Alaska,Fairbanks,Hotel,1,1951,
Bermuda,St.Georges,Tourist Home,1,1951,
Bermuda,St.Georges,Liquor Store,1,1951,
Bermuda,St.Georges,Bicycles,1,1951,
Bermuda,Hamilton,Hotel,1,1951,
Bermuda,Hamilton,Restaurant,2,1951,
Bermuda,Penbroke,Tourist Home,1,1951,
Canada,Montreal,Tourist Home,2,1951,
Mexico,Monterrey,Hotel,1,1951,
Mexico,Monterrey,Restaurant,1,1951,
Mexico,Jacala,Tourist Home,1,1951,
Mexico,Tamazunchale,Tourist Home,1,1951,
Mexico,Ixquimilipan,Tourist Home,1,1951,
Mexico,Cuernavaca,Tourist Home,1,1951,
Mexico,Mexico City,Hotel,1,1951,
Mexico,Mexico City,Night Club,1,1951,
Costa Rica,San Jose,Hotel,14,1951,
Costa Rica,San Jose,Restaurant,21,1951,
Costa Rica,San Jose,Barber Shop,2,1951,
Costa Rica,San Jose,Beauty Parlor,1,1951,
Costa Rica,San Jose,Service Station,6,1951,
Costa Rica,San Jose,Garage,10,1951,
